Hotel_Name,lat,lng
H tel Chaplain Paris Rive Gauche,48.8427564,2.3305636
Relais Saint Jacques,48.8430523,2.3422519
Best Western Allegro Nation,48.8430891,2.4049867
Best Western S vres Montparnasse,48.843707,2.3155631
Hotel Le Six,48.8438352,2.3280708
Hotel Le Sainte Beuve,48.8438998,2.3294858
Mercure Paris Gare De Lyon TGV,48.8442949,2.3730938
Hotel Monge,48.8447938,2.3524462
Molitor Paris MGallery by Sofitel,48.8448902,2.252833
H tel La Parizienne by Elegancia,48.8450894,2.3209503
Hotel Le petit Paris,48.8452789,2.342295
Legend Saint Germain by Elegancia,48.8453774,2.3256427
Novotel Paris Gare De Lyon,48.8453785,2.3753036
Le Littr,48.8454447,2.3242814
H tel Les Dames du Panth on,48.845743,2.34493
Victoria Palace Hotel,48.8457587,2.3243071
Mercure Paris Tour Eiffel Pont Mirabeau,48.8460269,2.2788281
Best Western Plus 61 Paris Nation Hotel,48.8465653,2.4102405
Holiday Inn Paris Gare de Lyon Bastille,48.8468064,2.3714789
Holiday Inn Paris Saint Germain des Pr s,48.846837,2.3258066
Hotel Le Saint Gregoire,48.8471891,2.3260138
Platine Hotel Spa,48.8473459,2.2832408
Hotel Spa La Belle Juliette,48.8474426,2.3223783
First Hotel Paris Tour Eiffel,48.8475112,2.3022198
Grand Hotel Saint Michel,48.8478399,2.342254
Residence Henri IV,48.8481917,2.3490316
Goralska R sidences H tel Paris Bastille,48.8482842,2.3657251
Select Hotel,48.8483053,2.3425596
Hotel Atmospheres,48.8485387,2.3479852
Hotel Trianon Rive Gauche,48.8487675,2.3410376
Villa Panth on,48.8488044,2.3469889
A La Villa Madame,48.8488608,2.3315257
Hotel La Lanterne,48.8489839,2.348383
Le Marceau Bastille,48.8490691,2.3697484
Le Senat,48.8491427,2.3397118
Hotel Les Bulles De Paris,48.849147,2.3471935
Hotel le Lapin Blanc,48.8491801,2.3423357
H tel F licien by Elegancia,48.8493082,2.2743626
Hotel Mercure La Sorbonne Saint Germain des Pr s,48.8493499,2.3430569
Le Parisis Paris Tour Eiffel,48.8494851,2.2955063
Mercure Paris Bastille Saint Antoine,48.849574,2.3798518
H tel Saint Paul Rive Gauche,48.8496819,2.3402806
Best Western Le Jardin de Cluny,48.8497553,2.3467616
Hotel Villa Saxe Eiffel,48.849758,2.3095213
Le Relais M dicis,48.8497618,2.3392336
Hotel Le Placide Saint Germain Des Pr s,48.8498439,2.3244253
Novotel Paris Centre Tour Eiffel,48.8500283,2.2834126
H tel Baume,48.8501522,2.3392782
H tel Gustave,48.8502052,2.289043
Mercure Paris Notre Dame Saint Germain des Pr s,48.8503074,2.3450612
Hotel Ares Eiffel,48.8503276,2.2982022
H tel Recamier,48.8503493,2.3344305
H tel Belloy Saint Germain By Happyculture,48.8503901,2.3422527
Mercure Tour Eiffel Grenelle,48.850448,2.2928845
Auteuil Tour Eiffel,48.8506499,2.2750873
Hotel Odeon Saint Germain,48.8513515,2.3375084
Melia Paris Notre Dame,48.8515198,2.3486511
Hotel Square,48.851589,2.2777274
Hotel Louis 2,48.8516148,2.3381293
Le Marquis Eiffel,48.8516619,2.2979395
Hotel Parc Saint Severin Esprit de France,48.8518584,2.3447798
H tel Le Relais Saint Germain,48.8519208,2.338878
H tel Paris Bastille Boutet MGallery by Sofitel,48.8519215,2.3839993
H tel Du Jeu De Paume,48.8520377,2.3557092
Hotel L Antoine,48.8524215,2.3743832
Royal Saint Michel,48.8528364,2.3440803
Holiday Inn Paris Notre Dame,48.8528427,2.3422256
H tel Madison by MH,48.8531641,2.3344097
Hotel Les Rives de Notre Dame,48.8532269,2.3457159
Victoire Germain,48.853299,2.337993
Hotel Des Saints Peres Esprit de France,48.8534026,2.3299043
Villa d Estr es,48.8535089,2.3425787
Artus Hotel by MH,48.8535639,2.3360169
H tel Exquis by Elegancia,48.8536854,2.3805796
Au Manoir Saint Germain,48.853688,2.3322667
Relais H tel du Vieux Paris,48.8538608,2.3429487
H tel La Comtesse by Elegancia,48.853865,2.3072019
H tel De Buci by MH,48.8538752,2.3366123
Relais Christine,48.8542454,2.339956
Le Tourville Eiffel,48.8542681,2.3078116
H tel Original Paris,48.8546989,2.3691899
H tel Le Walt,48.8547161,2.306642
H tel D Aubusson,48.8547329,2.3395277
Le Cinq Codet,48.8547869,2.3084819
Mercure Paris Centre Tour Eiffel,48.8548641,2.2923181
Mill sime H tel,48.8550236,2.3350786
H tel Bel Ami,48.8550298,2.3332104
H tel de la Bourdonnais,48.8550466,2.304583
Acad mie H tel Saint Germain,48.855263,2.3305901
K K H tel Cayr Saint Germain des Pr s,48.8553117,2.3254628
Hotel La Villa Saint Germain Des Pr s,48.8553486,2.3340736
Novotel Suites Paris Montreuil Vincennes,48.8554268,2.4152555
H tel de Jos phine BONAPARTE,48.8555319,2.3621212
Pullman Paris Tour Eiffel,48.8555664,2.2926243
H tel Duc De St Simon,48.8560685,2.3236846
L H tel,48.8562272,2.3351758
Le Pavillon de la Reine Spa,48.8562725,2.3660412
Le Saint Hotel Paris,48.8565421,2.3303504
H tel Pont Royal,48.8565629,2.3273623
H tel Da Vinci Spa,48.8565778,2.3319767
Hotel Sezz Paris,48.8566336,2.2852607
Hotel Montalembert,48.8567042,2.3277805
H tel de Varenne,48.8570275,2.3170282
Mercure Paris Bastille Marais,48.8571207,2.3805581
Hotel Verneuil Saint Germain,48.8573706,2.3314669
Hotel Dupond Smith,48.857898,2.3571978
H tel Duo,48.8581186,2.3529369
Best Western Premier Trocadero La Tour,48.8583127,2.2795075
Le 7 Eiffel Hotel,48.8585193,2.3077243
H tel de Lille,48.8585626,2.3299138
Villa Beaumarchais,48.8589516,2.3670407
Relais Du Louvre,48.8592264,2.340996
Best Western Tour Eiffel Invalides,48.8593152,2.3104179
H tel Thoumieux,48.8595985,2.3088076
H tel Le Bellechasse Saint Germain,48.8597024,2.3239701
H tel des Ducs D Anjou,48.8598229,2.347111
Hotel Saint Dominique,48.8599998,2.3087425
H tel Bourgogne Montana by MH,48.8601927,2.318423
Best Western Ducs de Bourgogne,48.8603483,2.3440535
Hotel d Orsay Esprit de France,48.8603599,2.3230778
Derby Alma,48.8605031,2.3006606
Le Narcisse Blanc Spa,48.8605125,2.3106533
Les Jardins Du Marais,48.8605219,2.3680239
Maison Albar Hotel Paris C line,48.8606187,2.344401
Novotel Paris Les Halles,48.8607299,2.3465326
L Empire Paris,48.8607764,2.3427564
Gardette Park Hotel,48.8610265,2.3788974
Boutique H tel Konfidentiel,48.8612535,2.3426256
Eiffel Trocad ro,48.8613055,2.2862823
Hotel du Petit Moulin,48.8615843,2.3620652
Best Western Premier Louvre Saint Honor,48.861711,2.340674
H tel Juliana Paris,48.8619373,2.3040298
Snob Hotel by Elegancia,48.8622723,2.3495707
H tel Fabric,48.8629329,2.3723823
Grand H tel Du Palais Royal,48.8630829,2.3378592
Hotel Georgette,48.8632723,2.352691
My Home In Paris,48.8636049,2.3688352
La Chambre du Marais,48.8636168,2.3607998
Shangri La Hotel Paris,48.8637135,2.2934759
H tel Regina,48.8637503,2.3320406
Hotel Les Bains Paris,48.863828,2.3519345
1K Hotel,48.8639318,2.3658744
Hotel du Louvre in the Unbound Collection by Hyatt,48.8639788,2.3352615
Saint James Albany Paris Hotel Spa,48.8642689,2.3308179
Drawing Hotel,48.8644382,2.3359148
Hotel Louvre Montana,48.8644627,2.3318473
H tel Crayon Rouge by Elegancia,48.8644967,2.3405415
Le Pradey,48.8645309,2.3315532
Plaza Tour Eiffel,48.8645647,2.2821827
La Clef Tour Eiffel,48.8647019,2.2886425
H tel de La Tamise Esprit de France,48.8648656,2.3295756
Victoires Opera,48.8648997,2.3469433
H tel Brighton Esprit de France,48.8649306,2.3290844
Melia Paris Tour Eiffel,48.8651994,2.3045076
Hotel Lumen Paris Louvre,48.8652582,2.3329632
Le Meurice,48.8653685,2.328218
Renaissance Paris Vendome Hotel,48.8654532,2.3295231
Hotel Montaigne,48.865467,2.3038811
Hotel Duminy Vendome,48.8654726,2.3292934
Nolinski Paris,48.8654874,2.3348924
H tel Moli re,48.8655293,2.3360102
Le Metropolitan a Tribute Portfolio Hotel,48.8656973,2.2829776
The Westin Paris Vend me,48.8657394,2.3274415
Residence Du Roy,48.8657687,2.3090386
Royal Saint Honore,48.8658792,2.3298903
Hotel Le Mareuil,48.8659899,2.3674149
H tel Mayfair Paris,48.8661363,2.3260648
Hotel des Tuileries Relais du Silence,48.8661705,2.331561
Hotel Plaza Athenee Paris,48.8661932,2.3042141
Le Roch Hotel Spa,48.8661991,2.3328826
Golden Tulip Washington Opera,48.866242,2.3373169
Le G n ral H tel,48.8662695,2.3668616
Sofitel Paris Baltimore Tour Eiffel,48.8663089,2.289609
Hotel Bachaumont,48.8663208,2.3450399
Le Dokhan s a Tribute Portfolio Hotel,48.8663359,2.2867935
Garden Elys e,48.8663444,2.2881979
Hotel Cambon,48.866435,2.3251076
H tel San R gis,48.8665788,2.3084447
La Maison Champs Elys es,48.866676,2.3089908
Chambiges Elys es,48.8668048,2.3039465
Melia Paris Vendome,48.8668228,2.3257729
H tel De Vend me,48.8668564,2.3286339
La Tremoille Paris,48.8668589,2.3028215
Hotel West End,48.8671391,2.3038447
Mandarin Oriental Paris,48.8671889,2.326927
Hotel Malte Astotel,48.8672474,2.33738
H tel Waldorf Trocad ro,48.8672694,2.2878666
Renaissance Paris Le Parc Trocadero Hotel,48.8673099,2.2856528
Crowne Plaza Paris R publique,48.8673199,2.3656296
Little Palace Hotel,48.8675674,2.3539896
Le 123 S bastopol Astotel,48.8675886,2.3531018
Franklin Roosevelt,48.8678432,2.3033075
Ritz Paris,48.8679466,2.3289593
Le Burgundy Paris,48.8680055,2.3260075
Hotel Stendhal Place Vend me Paris MGallery by Sofitel,48.8681455,2.3313064
Castille Paris Starhotels Collezione,48.8682978,2.3268027
Edouard 7 Paris Op ra,48.8683133,2.3330851
H tel De Sers Champs Elys es Paris,48.8683593,2.3002117
Sofitel Paris Le Faubourg,48.868414,2.3213247
H tel Square Louvois,48.8684165,2.336869
Hotel Claridge Paris,48.8684243,2.3036244
H tel Mansart Esprit de France,48.8684776,2.3298238
Hotel Marignan Champs Elys es,48.8685093,2.3067895
Elys es R gencia,48.8686434,2.2984054
Hotel Op ra Richepanse,48.8686931,2.325211
Best Western Premier Marais Grands Boulevards,48.8687425,2.3541761
Four Seasons Hotel George V Paris,48.8687512,2.3001692
Renaissance Paris Republique Hotel Spa,48.8687804,2.3610196
Park Hyatt Paris Vendome,48.8688155,2.3305236
Melia Paris Champs Elys es,48.8688962,2.2827459
Hotel Elys es Bassano,48.8689307,2.2974503
Chateau Frontenac,48.8689468,2.3026559
Lyric H tel Paris,48.8690126,2.3368708
H tel Victor Hugo Paris Kl ber,48.8690198,2.2891278
Bassano,48.8690596,2.2971078
Pershing Hall,48.8691325,2.3021659
Suites H tel Helzear Champs Elys es,48.8691399,2.2981024
H tel Powers,48.8691409,2.3031503
Prince de Galles a Luxury Collection hotel Paris,48.869143,2.3006526
H tel Horset Op ra Best Western Premier Collection,48.8691686,2.3337818
H tel De Castiglione,48.8691758,2.3205807
Le Belmont Champs Elys es,48.8691984,2.2979052
H tel France d Antin Op ra,48.8692566,2.3339369
H tel Westminster,48.8693409,2.3310263
Buddha Bar Hotel Paris,48.8694695,2.3208564
Hotel Oscar,48.8694755,2.3046954
Hotel Les Th tres,48.8694768,2.3515065
Golden Tulip Opera de Noailles,48.8696173,2.3346428
MARQUIS Faubourg St Honor Relais Ch teaux,48.8698184,2.3208729
H tel Keppler,48.8699103,2.2973386
Mercure Paris Champs Elys es,48.8699731,2.2909401
H tel Mathis Elys es,48.8700325,2.3112736
Best Western Plus Elys e Secret,48.8701247,2.311141
Francois 1er,48.8701887,2.2997281
Majestic Hotel Spa,48.8703672,2.2938868
Hotel Scribe Paris Opera by Sofitel,48.8704175,2.3296832
Hotel Indigo Paris Opera,48.8704371,2.329236
Hotel de Seze,48.8705741,2.3264194
InterContinental Paris Avenue Marceau,48.8706373,2.2982095
La Maison Favart,48.870808,2.3372737
InterContinental Paris Le Grand,48.8708391,2.3303651
9Hotel Republique,48.8708419,2.3605864
H tel Regina Op ra Grands Boulevards,48.8708508,2.3515882
H tel Saint Marc,48.8708863,2.3382128
H tel Beauchamps,48.87096,2.3091617
Le Relais Madeleine,48.870961,2.3267678
Splendide Royal Paris,48.8709627,2.3154141
Amarante Beau Manoir,48.870994,2.3235329
Madeleine Plaza,48.8710402,2.3248014
Hotel The Peninsula Paris,48.8710605,2.2933537
H tel Barri re Le Fouquet s,48.8710709,2.3013119
Mercure Paris Opera Louvre,48.8710895,2.3393461
Paris Marriott Champs Elysees Hotel,48.8711365,2.3050482
H tel du Minist re,48.8712877,2.3191903
Hotel Le Pera,48.871309,2.3277079
H tel Raphael,48.8713239,2.2937849
Hotel Maison Ath n e,48.8713421,2.3280723
TRYP Paris Op ra,48.8713619,2.3426375
Le Pavillon des Lettres,48.8713699,2.3181191
Newhotel Roblin,48.8714152,2.3239679
H tel Elysees Mermoz,48.8715079,2.3122259
Holiday Inn Paris Op ra Grands Boulevards,48.8715469,2.3439622
Waldorf Madeleine,48.8715828,2.3224853
The Chess Hotel,48.8716017,2.3349768
H tel Amastan Paris,48.8716831,2.3123759
Hotel Vignon,48.8717146,2.3261812
Op ra Marigny,48.871723,2.3235377
Amarante Champs Elys es,48.8717649,2.2983855
Hotel Astra Opera Astotel,48.8718321,2.3278866
H tel Vernet,48.871859,2.2978177
Radisson Blu Champs Elys es Paris,48.8719212,2.2971404
W Paris Op ra,48.8719697,2.3316014
H tel L Echiquier Op ra Paris MGallery by Sofitel,48.8719889,2.3492913
H tel Bedford,48.8720593,2.3236802
H tel Ad le Jules,48.8721062,2.3451384
Hotel Chavanel,48.8721692,2.3262681
Hotel Saint Petersbourg Opera,48.872174,2.328075
Warwick Paris Former Warwick Champs Elysees,48.8722019,2.3030866
Best Western Premier Op ra Opal,48.8722588,2.3257608
H tel des Champs Elys es,48.8722884,2.3090359
H tel Lancaster Paris Champs Elys es,48.8723438,2.3033378
Le A,48.8723844,2.3088663
Millennium Hotel Paris Opera,48.8724588,2.3378004
Rochester Champs Elysees,48.8724945,2.3091549
H tel Le Marianne,48.8725794,2.3075779
H tel California Champs Elys es,48.8726335,2.3048084
H tel Cristal Champs Elys es,48.8726814,2.3020866
Hotel Astor Saint Honor,48.8728324,2.3193886
Paris Marriott Opera Ambassador Hotel,48.8728351,2.3362507
Hotel Daniel Paris,48.8728492,2.3073663
Mercure Paris Op ra Faubourg Montmartre,48.8729639,2.3444899
Hotel Royal Elys es,48.8729666,2.2926226
Bradford Elys es Astotel,48.8729676,2.3081178
Holiday Inn Paris Elys es,48.8730437,2.3161144
Best Western Aulivia Op ra,48.8730552,2.3540112
Le 123 Elysees Astotel,48.8730823,2.309659
Hotel Pulitzer Paris,48.8731996,2.3425446
Le Mathurin Hotel Spa,48.8732068,2.3239015
Villa Opera Drouot,48.8732231,2.3436097
Hotel Panache,48.8732543,2.343239
H tel Diva Opera,48.8732706,2.3450746
H tel Balzac,48.8732785,2.3004174
Hotel de Nell,48.8732788,2.3466576
Windsor Opera,48.8734851,2.3485111
Hotel Monsieur,48.8735135,2.3217457
Atala Champs Elys es,48.8735418,2.302442
Banke H tel,48.8735736,2.335965
H tel Champs lys es Plaza,48.8737043,2.3061477
Le Lavoisier,48.8737702,2.3201063
Maxim Op ra,48.8738557,2.3444232
Hotel De Vigny,48.8738672,2.3005894
Royal Hotel Champs Elys es,48.8740463,2.300196
Mercure Paris Opera Grands Boulevards,48.8740668,2.3502172
Nell Hotel Suites,48.8741002,2.3426357
Monsieur Cadet Hotel Spa Ex Meyerhold Spa,48.8742767,2.3426276
Monhotel Lounge SPA,48.8743481,2.2897334
Napoleon Paris,48.8743885,2.2980915
Hotel Park Lane Paris,48.8745879,2.3188143
Arioso,48.8746066,2.3167195
Hotel Plaza Elys es,48.8746128,2.3056956
Splendid Etoile,48.874707,2.2936761
Montfleuri,48.8747153,2.2906388
H tel Monna Lisa Champs Elys es,48.874853,2.3245798
Mercure Paris Opera Garnier,48.8749511,2.3259532
Hotel Eug ne en Ville,48.8750119,2.3416769
Hotel Champs Elys es Friedland by Happyculture,48.8750848,2.3048372
Sofitel Paris Arc De Triomphe,48.8751845,2.3013214
Duret,48.8752553,2.286653
Best Western Premier Op ra Faubourg Ex Hotel Jules,48.8753359,2.3414617
La Villa Haussmann,48.8753446,2.3167161
Maison Albar H tel Paris Champs Elys es ex Mac Mahon,48.8753837,2.2944651
Hotel Opera Cadet,48.8754371,2.3434586
La Villa Maillot,48.875551,2.2835191
H tel Le Royal Monceau Raffles Paris,48.8756359,2.3004967
Belfast,48.8756435,2.2938788
H tel Etoile Saint Honor by Happyculture,48.8756508,2.3041568
Hilton Paris Opera,48.8756604,2.3252075
L Hotel Pergol se Paris,48.8756618,2.2863468
Royal Garden Champs Elysees,48.8757155,2.3038781
Holiday Inn Paris Gare de l Est,48.8758981,2.3590504
Le Grand H tel de Normandie,48.8759461,2.3270955
Balmoral Champs Elys es,48.8759855,2.293938
Hotel Villa Lafayette Paris IX,48.8760884,2.3456465
Le Marcel,48.8761376,2.3572681
Les Plumes Hotel,48.8766269,2.3432886
Phileas Hotel,48.8768854,2.3270623
Hotel du Collectionneur Arc de Triomphe,48.8769204,2.3069132
Renaissance Paris Arc de Triomphe Hotel,48.8772093,2.2968266
Hotel Mademoiselle,48.8772493,2.3543043
Hidden Hotel by Elegancia,48.8775326,2.293458
Best Western Premier Faubourg 88,48.8776756,2.3493159
Le Tsuba Hotel,48.8777621,2.293177
Etoile Saint Ferdinand,48.8777895,2.2872498
Hotel Le 10 BIS,48.8780363,2.2864907
Mercure Paris Arc de Triomphe Etoile,48.8782679,2.294852
H tel Arvor Saint Georges,48.8785454,2.3384866
Les Matins de Paris Spa,48.878932,2.3394182
Hotel Tour d Auvergne Opera,48.8789432,2.3448623
Hotel Whistler,48.879314,2.3560185
H tel Hor,48.8793427,2.3577745
Villa Alessandra,48.8794223,2.2957628
Le M ridien Etoile,48.8794646,2.2849548
Timhotel Op ra Grands Magasins,48.8794682,2.3334957
Mercure Paris Terminus Nord,48.8794843,2.3556545
Idol Hotel,48.8795369,2.3202966
Best Western Premier Op ra Li ge,48.8795947,2.3280695
Ibis Styles Paris Gare Saint Lazare,48.8796596,2.3209155
Best Western Premier Le Swann,48.8797331,2.3206003
H tel Regent s Garden,48.8797513,2.2919634
H tel R de Paris Boutique Hotel,48.8799239,2.3288332
Trinit Haussmann,48.8800565,2.3342353
Les Jardins De La Villa Spa,48.8801757,2.2859534
Hyatt Regency Paris Etoile,48.8802782,2.2843852
La Villa des Ternes,48.8803479,2.2858242
Best Western Paris Gare Saint Lazare,48.8803752,2.319591
Grand Pigalle Hotel,48.880856,2.3375085
Hotel Monceau Wagram,48.8808779,2.2989756
Westside Arc de Triomphe Hotel,48.8811741,2.2948337
Hotel Design Secret de Paris,48.8814056,2.3282568
Le Grey Hotel,48.881407,2.3274204
Best Western Premier Kapital Op ra,48.8814425,2.3235592
Le Pigalle Hotel,48.8816073,2.3371648
H tel Th r se,48.8816306,2.2992146
Hotel Carlton s Montmartre,48.8819068,2.3410005
AC Hotel Paris Porte Maillot by Marriott,48.8820046,2.2818538
R Kipling by Happyculture,48.8820838,2.3315849
La Villa Royale,48.8821595,2.3367444
L Edmond H tel,48.8823111,2.3132374
H tel Jos phine by Happyculture,48.8823141,2.3316688
Mercure Paris Pigalle Sacre Coeur,48.8823398,2.3364764
Timhotel Op ra Blanche Fontaine,48.8825781,2.3334805
XO Hotel,48.8827492,2.2982782
Hotel Le Chat Noir,48.8836255,2.3340538
B Montmartre,48.883631,2.3257643
Maison Souquet,48.88366,2.3313845
Mercure Paris 17 me Saint Lazare Monceau,48.8837472,2.3186342
Hotel Le Squara,48.884165,2.3328261
Best Western Mercedes Arc de Triomphe,48.8848292,2.3035189
Amp re,48.8848583,2.2997023
Mercure Paris Montmartre Sacr Coeur,48.8852794,2.3301021
Le Relais Montmartre,48.8854538,2.3335809
H tel de Banville,48.8864673,2.2948911
Terrass H tel Montmartre by MH,48.8865626,2.3329648
Kube Hotel Ice Bar,48.88657,2.3588332
H tel Montmartre Mon Amour,48.886687,2.3449332
Best Western Plus de Neuville Arc de Triomphe,48.8869128,2.3004034
Best Western Op ra Batignolles,48.8870573,2.3143297
Villa Eugenie,48.8871283,2.314205
Best Western Hotel Montmartre Sacr Coeur,48.888539,2.3498459
Mercure Paris 19 Philharmonie La Villette,48.8886969,2.3945403
D clic Hotel,48.8908018,2.3380204
Novotel Paris 17,48.8920485,2.3023791
Best Western Le 18 Paris,48.8966167,2.3434843
Forest Hill Paris la Villette,48.8969854,2.3852745
Novotel Suites Paris Nord 18 me,48.9015941,2.3597783
The Justin James Hotel,51.4202661,-0.211268
Hotel du Vin Cannizaro House Wimbledon,51.4242413,-0.2293503
The Lodge Hotel Putney,51.4572991,-0.2055425
The Victoria,51.4611219,-0.2756216
Crowne Plaza London Battersea,51.4689559,-0.1787256
Rafayel Hotel Spa,51.4703604,-0.1779869
Doubletree By Hilton London Greenwich,51.474469,-0.019428
DoubleTree by Hilton London Chelsea,51.475172,-0.1870629
The Chelsea Harbour Hotel,51.4756558,-0.1813888
Novotel London Greenwich,51.4778583,-0.0137463
Innkeeper s Lodge London Greenwich,51.4801631,-0.0097201
De Vere Devonport House,51.480672,-0.0071375
Pestana Chelsea Bridge Hotel Spa,51.4815995,-0.1481053
Millennium Copthorne Hotels at Chelsea Football Club,51.481663,-0.1909565
Staybridge Suites London Vauxhall,51.4891226,-0.1205639
Blakes Hotel,51.4892447,-0.1803196
The Belgrave Hotel,51.4901051,-0.1381355
Windermere Hotel,51.4903724,-0.1459218
Georgian House Hotel,51.490724,-0.143868
Best Western The Boltons Hotel London Kensington,51.4907493,-0.1934627
Sydney House Chelsea,51.4910062,-0.1717691
Eccleston Square Hotel,51.4911924,-0.1449474
Park Plaza London Riverbank,51.4913737,-0.1214194
Twenty Nevern Square Hotel,51.4915712,-0.1963192
The Cranley Hotel,51.4916378,-0.1832833
Mayflower Hotel Apartments,51.4916677,-0.1947475
San Domenico House,51.4917798,-0.1616049
K K Hotel George,51.4918878,-0.1949706
My Chelsea,51.4919083,-0.1684398
Novotel London West,51.4919588,-0.2200956
Hotel Indigo London Kensington,51.4920287,-0.1917801
Henley House Hotel,51.4922348,-0.1914229
Clayton Hotel Chiswick,51.4924184,-0.2784701
Doubletree by Hilton London Kensington,51.4925138,-0.1787917
The Kensington Hotel,51.4925478,-0.1780611
Best Western Plus Seraphine Hammersmith Hotel,51.4926269,-0.2288598
Sloane Square Hotel,51.4927325,-0.1573708
Bentley London,51.4928147,-0.1841753
Draycott Hotel,51.4930097,-0.159715
Number Sixteen,51.4930905,-0.1755022
The Nadler Kensington,51.4931086,-0.190208
DoubleTree by Hilton London Westminster,51.4932356,-0.1269082
Adria Boutique Hotel,51.4933372,-0.1788931
St Paul s Hotel,51.4934752,-0.2153256
Millennium Gloucester Hotel London,51.4935083,-0.1834346
11 Cadogan Gardens,51.4936161,-0.1592347
Chiswick Rooms,51.4937409,-0.244896
Park Grand London Kensington,51.4938468,-0.1917582
The Bailey s Hotel London,51.4938733,-0.1824963
DoubleTree by Hilton London Victoria,51.49398,-0.143372
Hotel Moonlight,51.4940285,-0.1910497
Holiday Inn London Kensington Forum,51.4942305,-0.1851141
Park Plaza Victoria London,51.4942539,-0.1414756
Grange Rochester Hotel,51.4942654,-0.1366026
The Ampersand Hotel,51.4943077,-0.1755579
The Pelham Starhotels Collezione,51.4943935,-0.1750169
Grange Wellington Hotel,51.4944319,-0.1363756
London Marriott Hotel Kensington,51.4944849,-0.1884174
Simply Rooms Suites,51.4944875,-0.2070605
Park International Hotel,51.4945144,-0.1866172
Ashburn Hotel,51.4945522,-0.1861213
Hotel Xenia Autograph Collection,51.4946905,-0.1910197
The Exhibitionist Hotel,51.4947754,-0.177789
The Rockwell,51.4948059,-0.1926525
Gainsborough Hotel,51.4948416,-0.1772056
Novotel London Waterloo,51.4948465,-0.1187481
NH London Kensington,51.4948507,-0.1945544
Mercure London Kensington Hotel,51.4950098,-0.1906195
Crowne Plaza London Kensington,51.495179,-0.183827
Radisson Blu Edwardian Vanderbilt,51.4953691,-0.1818966
The Park City Grand Plaza Kensington Hotel,51.4954976,-0.1893691
The Grosvenor,51.4956657,-0.1452793
Rydges Kensington Hotel,51.4956883,-0.1827878
The Tophams Hotel,51.4957436,-0.1477528
Grange Strathmore Hotel,51.4958184,-0.1813958
The Rembrandt,51.4959227,-0.1702917
The Franklin Hotel Starhotels Collezione,51.4960283,-0.1686355
Fifty Four Boutique Hotel,51.4963008,-0.1796853
Hilton London Olympia,51.4967399,-0.2064723
Egerton House,51.4968406,-0.1675498
The Hari London,51.4973203,-0.1562558
Jumeirah Carlton Tower,51.4973568,-0.1576728
The Goring,51.4975621,-0.145551
The Beaufort,51.4978466,-0.164156
Knightsbridge Hotel,51.4980052,-0.1643238
The Queens Gate Hotel,51.4981225,-0.1799693
Rubens At The Palace,51.4981471,-0.1436492
Park Plaza London Waterloo,51.4982412,-0.1134715
St James Court A Taj Hotel London,51.4986732,-0.1376867
Taj 51 Buckingham Gate Suites and Residences,51.498861,-0.1374897
H10 London Waterloo,51.4988817,-0.1062888
COMO The Halkin,51.4988977,-0.1562015
St Ermin s Hotel Autograph Collection,51.498905,-0.1339093
The Nadler Victoria,51.4990259,-0.1427453
Copthorne Tara Hotel London Kensington,51.499046,-0.1917073
Marlin Waterloo,51.4990953,-0.1132136
Bermondsey Square Hotel A Bespoke Hotel,51.4991134,-0.0790969
88 Studios,51.4992789,-0.2090733
Best Western Seraphine Kensington Olympia,51.4992791,-0.1973593
Jumeirah Lowndes Hotel,51.4993652,-0.1576613
Conrad London St James,51.4993927,-0.1329128
The Capital,51.4997486,-0.1615242
The Levin Hotel,51.4998574,-0.161717
Millennium Hotel London Knightsbridge,51.4999683,-0.1599927
Holiday Inn London Kensington,51.499981,-0.1928791
The Gore Hotel Starhotels Collezione,51.5001979,-0.1795357
Hilton London Canary Wharf,51.5007324,-0.01655
Park Plaza Westminster Bridge London,51.5009609,-0.1165913
Novotel London Canary Wharf,51.5011704,-0.0232607
Kensington House Hotel,51.5012329,-0.1859937
K West Hotel Spa,51.5013149,-0.2174459
Park Plaza County Hall London,51.5014001,-0.1160092
The Park Tower Knightsbridge a Luxury Collection Hotel,51.5014191,-0.1625805
Bulgari Hotel London,51.5015721,-0.1628511
London Marriott Hotel County Hall,51.5016102,-0.1191545
Baglioni Hotel London The Leading Hotels of the World,51.5017224,-0.1846243
Britannia International Hotel Canary Wharf,51.5019097,-0.0232208
Milestone Hotel Kensington,51.5020425,-0.1866541
The Berkeley,51.5020912,-0.1577795
Seraphine Kensington Gardens Hotel,51.5021027,-0.187901
Mandarin Oriental Hyde Park London,51.5022081,-0.1599428
Intercontinental London The O2,51.5024348,-0.0002497
The Wellesley Knightsbridge a Luxury Collection Hotel London,51.502485,-0.1539265
Royal Garden Hotel,51.5027022,-0.1882164
The Lanesborough,51.50303,-0.15242
The LaLit London,51.5032524,-0.078179
InterContinental London Park Lane,51.5038632,-0.1504132
Dorsett Shepherds Bush,51.5039399,-0.2244232
DoubleTree by Hilton London Docklands Riverside,51.5043483,-0.0334436
Four Seasons Hotel London at Park Lane,51.504439,-0.149911
Shangri La Hotel at The Shard London,51.5044972,-0.0855562
W12 Rooms,51.5045326,-0.2191174
Corinthia Hotel London,51.5045583,-0.1262584
Hilton London Tower Bridge,51.504575,-0.082675
The Athenaeum,51.504716,-0.1475618
Novotel London Blackfriars,51.5050165,-0.1049831
COMO Metropolitan London,51.5050355,-0.1500864
